713.04
699.99
730.96
742.95
752
764.65
726.95
708.01
683.57
682.74
678.11
684.12
683.11
682.4
691
708.4
697.35
700.91
706.46
695.85
678.11
684.12
683.11
682.4
691
708.4
697.35
700.91
706.46
695.85
